,folds,cls_test_auc,cls_val_auc,cls_test_acc,cls_val_acc,site_test_auc,site_val_auc,site_test_acc,site_val_acc
0,0,0.8784313725490196,0.816,0.819672131147541,0.8,0.879251700680272,0.816,0.8360655737704918,0.8333333333333334
1,1,0.8156862745098039,0.9039999999999999,0.7704918032786885,0.8333333333333334,0.8381818181818181,0.896,0.7868852459016393,0.8
2,2,0.876470588235294,0.904,0.819672131147541,0.9333333333333333,0.8672727272727272,0.8960000000000001,0.7868852459016393,0.9
3,3,0.7019607843137254,0.8,0.8360655737704918,0.7666666666666666,0.711764705882353,0.7679999999999999,0.819672131147541,0.7666666666666666
4,4,0.8235294117647058,0.696,0.7868852459016393,0.8,0.8156862745098039,0.6799999999999999,0.8360655737704918,0.8666666666666667
